query_id,gt_query,transformed_query,gt_answer,difficulty_level,original_category,transformed_query_difficulty,transformed_query_strategy,transformed_query_reasoning,case_no,court,date,subcategory,reference_rules,gt_query_length,transformed_query_length,gt_query_word_count,transformed_query_word_count,length_difference,word_count_difference,length_ratio,cosine_similarity,cosine_distance,euclidean_similarity,euclidean_distance,manhattan_similarity,manhattan_distance,dot_product,l2_norm_similarity,l2_norm_distance,angle_radians,angle_degrees,angle_similarity
difficulty_1_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지 교환 계약 체결 후, 교환목적 토지에 대한 소유권이 계약 당사자의 처 앞으로 이전된 경우, 소유권이전등기의무가 이행불능으로 확정되었다고 볼 수 있는가?",원본 답변 정보 없음,1,민사,ADVANCED,법리 해석,"이 질문은 토지 교환 계약 후 소유권이 제3자에게 이전된 상황에서 소유권이전등기의무의 이행불능 여부를 판단하는 법리를 이해하는 데 목적이 있습니다. 특히, 계약 당사자의 처가 소유권을 회복할 수 있는 특별한 사정이 존재할 수 있는 경우, 이행불능 여부에 대한 법적 판단을 요구합니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,87,18,21,1,3,0.9886363636363636,0.9353887376425725,0.06461126235742753,0.7355787321377029,0.359473780724803,0.05220334955740191,18.15585893392563,0.9353805891137412,0.7355787321377029,0.359473780724803,0.3614395503017585,20.70896078139718,0.8849502178811268
difficulty_2_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지 교환 계약 후, 교환 대상 토지의 소유권이 계약 당사자의 배우자 앞으로 이전된 경우, 소유권 이전 의무가 이행불능으로 간주될 수 있는가?",원본 답변 정보 없음,2,민사,ADVANCED,법리 해석,"이 질문은 토지 교환 계약에서 소유권 이전 의무의 이행불능 여부를 판단하는 데 있어, 계약 당사자의 배우자가 소유권을 회복할 수 있는 특별한 사정이 있는지를 고려해야 하는 법적 쟁점을 이해하는 데 목적이 있습니다. 이를 통해 법리 오해가 발생할 수 있는 상황을 분석하고, 원심 판결이 파기된 이유를 학습할 수 있습니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,79,18,21,9,3,0.8977272727272727,0.8354930030143273,0.16450699698567273,0.6354863060538656,0.5735980311041308,0.033464721047475325,28.882215321063995,0.8354947985578463,0.6354863060538656,0.5735980311041308,0.581766969553725,33.3327920155443,0.814817822135865
difficulty_3_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지 교환 계약 후, 제3자에게 소유권이전등기가 된 경우, 계약 당사자가 소유권을 회복할 수 있는 특별한 사정이 있다면 소유권이전등기의무가 이행불능으로 볼 수 있을까요?",원본 답변 정보 없음,3,민사,INTERMEDIATE,법리 해석,"이 질문은 토지 교환 계약 후 소유권이 제3자에게 이전된 상황에서, 계약 당사자가 소유권을 회복할 수 있는 특별한 사정이 있는 경우 소유권이전등기의무가 이행불능인지 여부를 이해하는 데 목적이 있습니다. 이는 계약의 이행 가능성을 판단하는 데 중요한 요소입니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,94,18,22,6,4,1.0681818181818181,0.8498612755204571,0.1501387244795429,0.6460058119746629,0.5479736891890706,0.03500502679859337,27.56732565164566,0.849854808540428,0.6460058119746629,0.5479736891890706,0.5550743199547307,31.80341584950036,0.8233143563916647
difficulty_4_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지 교환 계약을 했는데, 피고의 토지가 제3자에게 넘어갔다면, 피고는 여전히 원고에게 소유권을 넘겨줄 수 있을까요?",원본 답변 정보 없음,4,민사,INTERMEDIATE,법리 해석,"이 질문은 토지 교환 계약 후 소유권이 제3자에게 이전된 경우, 계약 당사자가 여전히 소유권 이전 의무를 이행할 수 있는지를 이해하는 데 목적이 있습니다. 특히, 피고의 처가 소유권을 회복할 수 있는 특별한 사정이 있는지를 고려해야 합니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,65,18,15,23,3,0.7386363636363636,0.6354093022712791,0.3645906977287209,0.5393983892349309,0.8539172899985388,0.022678032291793757,43.09553647041321,0.635403501080404,0.5393983892349309,0.8539172899985388,0.8822578585041408,50.549651734537434,0.719168601474792
difficulty_5_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지 교환 계약 후, 교환목적 토지에 대한 소유권이 제3자에게 이전된 경우, 계약 당사자의 처가 소유권을 회복할 수 있는 특별한 사정이 존재한다면, 소유권이전등기의무가 이행불능으로 확정될 수 있는가?",원본 답변 정보 없음,5,민사,EXPERT,법리 해석,"이 질문은 토지 교환 계약에서 소유권이 제3자에게 이전된 경우, 계약 당사자의 처가 소유권을 회복할 수 있는 특별한 사정이 존재할 때, 소유권이전등기의무가 이행불능으로 확정될 수 있는지를 묻고 있습니다. 이를 통해 학생들은 이행불능의 법적 개념과 특별한 사정의 법적 의미를 이해하고, 법리 오해가 발생할 수 있는 상황을 분석할 수 있습니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,111,18,26,23,8,1.2613636363636365,0.8718306341811151,0.12816936581888494,0.6638790233559981,0.5062985345505646,0.037658127053517954,25.554692924022675,0.8718288463141164,0.6638790233559981,0.5062985345505646,0.511868890576018,29.327927094049592,0.8370670716997245
difficulty_6_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지 교환 계약 후, 교환목적 토지의 소유권이 계약 당사자의 처 앞으로 이전된 경우, 소유권이전등기의무가 이행불능으로 확정될 수 있는가?",원본 답변 정보 없음,6,민사,ADVANCED,법리 해석,"이 질문은 토지 교환 계약에서 소유권이 제3자에게 이전된 경우, 계약 당사자의 처가 소유권을 회복할 수 있는 특별한 사정이 존재할 때 소유권이전등기의무가 이행불능으로 확정되는지에 대한 법리적 이해를 평가하기 위함입니다. 이를 통해 법리 오해가 발생할 수 있는 상황을 분석하고, 원심 판결의 파기 이유를 이해하는 데 도움을 줍니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,76,18,18,12,0,0.8636363636363636,0.9343442465942204,0.06565575340577956,0.7340149556001897,0.3623700612235068,0.05146949056453549,18.42898577451706,0.9343481896695494,0.7340149556001897,0.3623700612235068,0.3643818059281649,20.877539611038888,0.8840136688275617
difficulty_7_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지 교환 계약을 체결한 후, 교환할 토지의 소유권이 제3자에게 넘어갔을 때, 이 계약이 더 이상 유효하지 않다고 볼 수 있을까요?",원본 답변 정보 없음,7,민사,INTERMEDIATE,법리 해석,"이 질문은 토지 교환 계약의 유효성에 대한 이해를 돕기 위해 출제되었습니다. 특히, 계약 당사자 중 한 명의 배우자가 제3자에게 넘어간 토지의 소유권을 회복할 수 있는 특별한 사정이 있는 경우, 계약의 이행 가능성에 대해 생각해보는 것이 중요합니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,73,18,20,15,2,0.8295454545454546,0.7044113414562461,0.29558865854375393,0.5653304562209696,0.7688769267529646,0.025018059273605966,38.97112601995468,0.7044046824060786,0.5653304562209696,0.7688769267529646,0.7892028621423549,45.21799318040187,0.7487889267755452
difficulty_8_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"토지를 교환하기로 약속했는데, 나중에 그 토지가 다른 사람에게 넘어갔다면, 그 약속은 어떻게 되는 걸까요?",원본 답변 정보 없음,8,민사,INTRODUCTORY,사실관계 이해,"이 질문은 토지 교환 계약 후 소유권이 제3자에게 이전된 경우, 계약의 이행 가능성에 대해 이해하도록 돕기 위한 것입니다. 학생들은 계약의 이행불능 상황과 그에 따른 법적 결과를 생각해볼 수 있습니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,59,18,14,29,4,0.6704545454545454,0.6005623933866316,0.39943760661336836,0.528040253225894,0.8937950163663057,0.021551827774366546,45.39977687597275,0.6005581218992972,0.528040253225894,0.8937950163663057,0.9265920407885594,53.08981326759828,0.7050565929577873
difficulty_9_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,왜 어떤 사람은 다른 사람과 땅을 바꾸기로 했을까요?,원본 답변 정보 없음,9,민사,INTRODUCTORY,사실관계 이해,"이 질문은 토지 교환 계약의 기본 개념을 이해시키기 위한 것입니다. 유치원생에게는 '교환'이라는 개념이 친숙할 수 있으므로, 이를 통해 법적 계약의 기초를 설명할 수 있습니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,29,18,8,59,10,0.32954545454545453,0.39557778997992005,0.60442221002008,0.47630848913844875,1.0994796918459493,0.017771902128995723,55.268597066402435,0.3955814461051972,0.47630848913844875,1.0994796918459493,1.1640994564298919,66.69798578690607,0.6294556345171884
difficulty_10_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,"피고의 처가 제3자 소유의 토지에 대한 소유권을 회복할 수 있는 특별한 사정이 있을 때, 피고의 소유권이전등기의무는 이행불능인가요?",원본 답변 정보 없음,10,민사,ADVANCED,법리 해석,"이 질문은 피고의 처가 제3자 소유의 토지에 대한 소유권을 회복할 수 있는 특별한 사정이 존재할 경우, 피고의 소유권이전등기의무가 이행불능인지 여부를 이해하는 데 중점을 둡니다. 이는 법리 해석과 관련된 문제로, 소유권 이전의 법적 가능성을 판단하는 데 도움을 줍니다.",91다34394,대법원,1992-10-13,건물철거,민법 제390조,88,73,18,17,15,1,0.8295454545454546,0.708300621793881,0.291699378206119,0.5669556260222531,0.7638064675642706,0.02525397088930955,38.59773313999176,0.7083025199815438,0.5669556260222531,0.7638064675642706,0.7837083893472695,44.903183078594026,0.7505378717855887
difficulty_1_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우, 명의상의 매수인으로부터 부동산을 양수받는 행위가 배임행위에 해당할 수 있는지, 그리고 이러한 행위가 반사회질서의 법률행위로 간주될 수 있는 법적 근거는 무엇인가?",원본 답변 정보 없음,1,민사,ADVANCED,법리 해석,"이 질문은 부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 때 발생할 수 있는 법적 문제를 이해하고, 이러한 상황에서의 법적 책임과 반사회질서의 법률행위로 간주되는 기준을 학습하는 데 목적이 있다. 이를 통해 법적 해석과 판례 적용 능력을 향상시킬 수 있다.",91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,129,125,30,28,4,2,0.9689922480620154,0.8049829374083154,0.1950170625916846,0.6155141604280981,0.6246579921158709,0.03071567303454647,31.556668996810913,0.8053199937151589,0.6155141604280981,0.6246579921158709,0.6351496180356497,36.39139247278904,0.7978255973733942
difficulty_2_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우, 명의상의 매수인으로부터 부동산을 양수받는 행위가 법적으로 문제가 될 수 있는 이유는 무엇인가요?",원본 답변 정보 없음,2,민사,INTERMEDIATE,법리 해석,"이 질문은 부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 때 발생할 수 있는 법적 문제를 이해하는 데 목적이 있습니다. 특히, 이러한 상황에서 명의상의 매수인으로부터 부동산을 양수받는 행위가 배임행위에 해당할 수 있는지, 그리고 반사회질서의 법률행위로 간주될 수 있는지를 분석합니다. 이를 통해 부동산 거래에서의 법적 책임과 윤리적 문제를 이해할 수 있습니다.",91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,129,88,30,20,41,10,0.6821705426356589,0.6794238452430301,0.3205761547569699,0.5552863415902131,0.8008726761335941,0.02423759294031819,40.25822240114212,0.6796829736993999,0.5552863415902131,0.8008726761335941,0.8238192015651875,47.20136333152251,0.7377702037137639
difficulty_3_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,"부동산 거래에서 실질적 매수인이 따로 있는 상황에서, 명의상의 매수인으로부터 부동산을 양수받는 것이 법적으로 문제가 될 수 있는 이유는 무엇인가요?",원본 답변 정보 없음,3,민사,INTERMEDIATE,법리 해석,"이 질문은 부동산 거래에서 실질적 매수인과 명의상의 매수인 간의 차이를 이해하고, 이러한 상황에서 발생할 수 있는 법적 문제를 파악하는 데 목적이 있습니다. 특히, 배임행위와 반사회질서의 법률행위에 대한 이해를 돕고자 합니다.",91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,129,82,30,19,47,11,0.6356589147286822,0.6940948770545972,0.30590512294540284,0.5610588772245233,0.7823441364066006,0.024722229100062044,39.4494269490242,0.6943806858486568,0.5610588772245233,0.7823441364066006,0.8036345079460813,46.044865576383074,0.7441951912423163
difficulty_4_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 때, 명의상의 매수인으로부터 부동산을 양수받는 것이 왜 문제가 될 수 있나요?",원본 답변 정보 없음,4,민사,INTERMEDIATE,법리 해석,"이 질문은 부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우 발생할 수 있는 법적 문제를 이해하는 데 도움을 줍니다. 특히, 이러한 거래가 배임행위로 간주될 수 있는 이유와 반사회질서의 법률행위로 평가될 수 있는지를 파악하는 것이 중요합니다.",91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,129,74,30,18,55,12,0.5736434108527132,0.6560424703983034,0.34395752960169657,0.5465743885194608,0.8295771280259959,0.023287993801933818,41.94058167934418,0.6563123357028928,0.5465743885194608,0.8295771280259959,0.8552332736178208,49.00125707745826,0.7277707940141207
difficulty_5_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우, 명의상의 매수인으로부터 부동산을 양수한 행위가 배임행위에 해당할 수 있는 법적 근거는 무엇인가요?",원본 답변 정보 없음,5,민사,EXPERT,법리 해석,"이 질문은 부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 때 발생할 수 있는 법적 문제를 이해하고, 이러한 상황에서 배임행위가 성립할 수 있는 법적 근거를 분석하는 데 목적이 있습니다. 이를 통해 학생들은 부동산 거래의 복잡성을 이해하고, 법적 책임이 어떻게 발생할 수 있는지를 학습할 수 있습니다.",91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,129,89,30,20,40,10,0.689922480620155,0.7571706880328573,0.24282931196714275,0.5892627436654813,0.697035848184711,0.0275040766395581,35.35824656486511,0.7574827719365516,0.5892627436654813,0.697035848184711,0.7118255037786569,40.784597116290676,0.7734189049094963
difficulty_6_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,"부동산 거래에서 실질적 매수인이 따로 있는 경우, 명의상의 매수인으로부터 부동산을 양수받는 것이 법적으로 문제가 될 수 있는 이유는 무엇인가요?",원본 답변 정보 없음,6,민사,INTERMEDIATE,법리 해석,"이 질문은 부동산 거래에서 실질적 매수인과 명의상의 매수인 간의 관계를 이해하고, 이러한 거래가 법적으로 어떤 문제를 야기할 수 있는지를 분석하는 데 목적이 있습니다. 특히, 배임행위와 반사회질서의 법률행위에 대한 이해를 돕고자 합니다.",91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,129,80,30,19,49,11,0.6201550387596899,0.6947760669257184,0.30522393307428164,0.5613331576849745,0.7814732415312077,0.024825204040921797,39.281642735004425,0.695063318929364,0.5613331576849745,0.7814732415312077,0.8026878256457408,45.99062467603383,0.7444965295775898
difficulty_7_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,"부동산 거래에서 실질적인 구매자와 명의상의 구매자가 다를 때, 명의상의 구매자로부터 부동산을 사들인 사람이 법적으로 어떤 문제에 직면할 수 있을까요?",원본 답변 정보 없음,7,민사,INTERMEDIATE,법리 해석,"이 질문은 부동산 거래에서 실질적인 구매자와 명의상의 구매자가 다를 경우 발생할 수 있는 법적 문제를 이해하는 데 도움을 줍니다. 특히, 이러한 상황에서의 배임행위와 반사회질서의 법률행위에 대한 법적 평가를 학습할 수 있습니다.",91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,129,83,30,19,46,11,0.6434108527131783,0.5794264137321912,0.42057358626780883,0.5215593872723321,0.9173272007044718,0.021191898178268376,46.187844693660736,0.5796618914473655,0.5215593872723321,0.9173272007044718,0.9527715779510575,54.589790256615316,0.6967233874632482
