query_id,gt_query,gt_answer,transformed_query,difficulty_level,original_category,transformed_query_difficulty,transformed_query_strategy,case_no,court,date,subcategory,reference_rules,cosine_similarity,cosine_distance,euclidean_similarity,euclidean_distance,manhattan_similarity,manhattan_distance,dot_product,l2_norm_similarity,l2_norm_distance,length_difference,word_count_difference
difficulty_5_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우, 명의상의 매수인으로부터 부동산을 양수한 행위가 배임행위에 해당할 수 있는 법적 근거는 무엇인가요?",5,민사,EXPERT,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.7571133593249197,0.24288664067508026,0.5892373626469639,0.6971089469069203,0.02750091375801695,35.36242812871933,0.7574055117107861,0.5892373626469639,0.6971089469069203,40,10
difficulty_6_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인이 따로 있는 경우, 명의상의 매수인으로부터 부동산을 양수받는 것이 법적으로 문제가 될 수 있는 이유는 무엇인가요?",6,민사,INTERMEDIATE,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.6947078502457156,0.3052921497542844,0.5613088841909486,0.7815502803618826,0.024822147174106315,39.28660345077515,0.6949768070529245,0.5613088841909486,0.7815502803618826,49,11
difficulty_7_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적인 구매자와 명의상의 구매자가 다를 때, 명의상의 구매자로부터 부동산을 사들인 사람이 법적으로 어떤 문제에 직면할 수 있을까요?",7,민사,INTERMEDIATE,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.5793837967870863,0.4206162032129137,0.5215500277351626,0.9173616083245404,0.021191313549262188,46.189146518707275,0.5796040226854053,0.5215500277351626,0.9173616083245404,46,11
difficulty_8_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"사람이 다른 사람의 땅을 사고 팔 때, 그 땅을 진짜로 사려는 사람이 아닌 다른 사람의 이름으로 계약을 하면 어떤 문제가 생길까요?",8,민사,INTRODUCTORY,사실관계 이해,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.4939413146954945,0.5060586853045055,0.4984469509913541,1.0062315518454155,0.019431077490566735,50.46394997835159,0.4941289157611095,0.4984469509913541,1.0062315518454155,56,9
difficulty_9_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,사람이 다른 사람의 물건을 대신 사주면 어떤 일이 생길까요?,9,민사,INTRODUCTORY,사실관계 이해,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.35813457124422404,0.6418654287557759,0.4687699643969797,1.133242477014048,0.017153673222828566,57.29655182361603,0.35827615545230174,0.4687699643969797,1.133242477014048,96,21
difficulty_10_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,사람이 다른 사람의 물건을 몰래 가져가면 어떻게 될까요?,10,민사,INTRODUCTORY,사실관계 이해,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.3309608597734067,0.6690391402265933,0.4636103641477656,1.1569837029813945,0.01681704810337048,58.46346789598465,0.3310926586150629,0.4636103641477656,1.1569837029813945,98,22
difficulty_1_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소의 효력이 임금채권자와 수익자인 제3자 사이에만 발생한다는 점에서, 사해행위 이전에 이미 근저당권을 가지고 있던 자에게는 어떠한 법적 영향이 미치는지 설명하시오.",1,민사,ADVANCED,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.7237821202997818,0.27621787970021816,0.5736396235342917,0.743254752589839,0.026019571788716712,37.432607889175415,0.7237706341531407,0.5736396235342917,0.743254752589839,39,9
difficulty_2_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소 소송에서 임금채권자가 제3자를 상대로 승소했을 때, 그 취소의 효력이 근저당권자에게 미치지 않는 이유는 무엇인가요?",2,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.6832178745021107,0.3167821254978893,0.5568861131971087,0.795699293449704,0.02420229762839016,40.318391144275665,0.6827575125965097,0.5568861131971087,0.795699293449704,14,4
difficulty_3_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,사해행위취소의 효력은 왜 임금채권자와 제3자 사이에서만 발생하나요?,3,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.7530355939083611,0.24696440609163894,0.5873130722125223,0.7026694063403117,0.0272659114514351,35.67583245038986,0.7527539883486511,0.5873130722125223,0.7026694063403117,20,4
difficulty_4_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,사해행위취소가 임금채권자와 제3자 사이에서만 효력이 있는 이유는 무엇인가요?,4,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.7059236279335671,0.2940763720664329,0.5659700254628742,0.7668780235881885,0.025180157338732162,38.71381062269211,0.7058619752203867,0.5659700254628742,0.7668780235881885,15,3
difficulty_5_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소의 효력이 상대적이라는 점에서, 임금채권자가 제3자를 상대로 사해행위취소소송을 제기하여 승소한 경우, 그 취소의 효력이 근저당권자에게 미치지 않는 이유는 무엇인가요?",5,민사,ADVANCED,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.7330999929079667,0.2669000070920333,0.5778458097097992,0.7305654608834347,0.026388692157659908,36.895019352436066,0.732998192181924,0.5778458097097992,0.7305654608834347,41,8
difficulty_6_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소의 효력은 왜 임금채권자와 제3자 사이에만 발생하며, 근저당권자에게는 미치지 않는가?",6,민사,ADVANCED,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.7229687767769554,0.27703122322304463,0.5732605843522228,0.7444073904540068,0.026004378158973187,37.45506298542023,0.723072991544079,0.5732605843522228,0.7444073904540068,4,1
difficulty_7_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소 소송에서 임금채권자가 제3자를 상대로 승소했을 때, 그 취소의 효력이 다른 이해관계자에게도 영향을 미칠까요?",7,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.7063686517396743,0.29363134826032566,0.5661083163473516,0.7664464045541808,0.02508838562444292,38.8590812087059,0.7065818511555619,0.5661083163473516,0.7664464045541808,10,3
difficulty_8_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사람이 다른 사람에게 빌려준 돈을 받지 못했을 때, 그 사람이 가진 집을 다른 사람에게 팔면 어떻게 될까요?",8,민사,INTRODUCTORY,사실관계 이해,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.40732594916556886,0.5926740508344311,0.4787741446405217,1.088667508874838,0.017808991139118224,55.151412069797516,0.4072740057030728,0.4787741446405217,1.088667508874838,3,6
difficulty_9_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,사람이 빚을 갚지 못하면 그 사람의 물건은 어떻게 될까요?,9,민사,INTRODUCTORY,사실관계 이해,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.3646165480329071,0.6353834519670929,0.4701745568673085,1.1268696602020034,0.017340444832754792,56.66864746809006,0.3643492247165767,0.4701745568673085,1.1268696602020034,25,2
difficulty_10_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"채무자가 가진 집을 다른 사람에게 팔았어요. 그런데 그 집을 경매로 팔 때, 돈을 받을 수 있는 사람이 누구일까요?",10,민사,INTRODUCTORY,사실관계 이해,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.40353041997602046,0.5964695800239795,0.47798989887756743,1.0920944194599822,0.017855921710668212,55.00382977724075,0.40343933064831106,0.47798989887756743,1.0920944194599822,7,7
difficulty_1_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"인력공급업체가 유료직업소개사업으로서 근로자를 공급받는 업체와 근로자 사이에 고용계약을 알선하는 경우, 근로자의 사용자는 누구로 보는 것이 타당한가?",1,민사,INTRODUCTORY,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.6877690567339814,0.31223094326601863,0.5586374559796093,0.7900697300119822,0.024364866168934744,40.04270440340042,0.6874916461405292,0.5586374559796093,0.7900697300119822,22,5
difficulty_2_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"일용직 인력공급에서 근로자의 사용자를 판단할 때, 인력공급업체가 임금을 지급하거나 근로자를 지휘·감독하는 외형적 사정이 있을 경우, 이를 어떻게 해석해야 할까요?",2,민사,INTERMEDIATE,법리 해석,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.9276216761881444,0.0723783238118556,0.7244309419069892,0.3803938265911224,0.04935699274954023,19.260553658008575,0.9272541198030666,0.7244309419069892,0.3803938265911224,14,2
