query_id,gt_query,gt_answer,transformed_query,difficulty_level,original_category,transformed_query_difficulty,transformed_query_strategy,case_no,court,date,subcategory,reference_rules,cosine_similarity,cosine_distance,euclidean_distance,manhattan_distance,length_difference,word_count_difference
difficulty_3_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,"토지 교환 계약 후, 제3자에게 소유권이전등기가 된 경우, 계약 당사자가 소유권을 회복할 수 있는 특별한 사정이 있다면 소유권이전등기의무가 이행불능으로 볼 수 있을까요?",3,민사,INTERMEDIATE,법리 해석,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.5374006154651083,0.4625993845348917,0.0,0.0,0,0
difficulty_4_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,"토지 교환 계약을 했는데, 피고의 토지가 제3자에게 넘어갔다면, 피고는 여전히 원고에게 소유권을 넘겨줄 수 있을까요?",4,민사,INTERMEDIATE,법리 해석,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,"토지 교환 계약 후, 교환목적 토지에 대한 소유권이 제3자에게 이전된 경우, 계약 당사자의 처가 소유권을 회복할 수 있는 특별한 사정이 존재한다면, 소유권이전등기의무가 이행불능으로 확정될 수 있는가?",5,민사,EXPERT,법리 해석,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.0,1.0,0.0,0.0,0,0
difficulty_6_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,"토지 교환 계약 후, 교환목적 토지의 소유권이 계약 당사자의 처 앞으로 이전된 경우, 소유권이전등기의무가 이행불능으로 확정될 수 있는가?",6,민사,ADVANCED,법리 해석,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,"토지 교환 계약을 체결한 후, 교환할 토지의 소유권이 제3자에게 넘어갔을 때, 이 계약이 더 이상 유효하지 않다고 볼 수 있을까요?",7,민사,INTERMEDIATE,법리 해석,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.0,1.0,0.0,0.0,0,0
difficulty_8_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,"토지를 교환하기로 약속했는데, 나중에 그 토지가 다른 사람에게 넘어갔다면, 그 약속은 어떻게 되는 걸까요?",8,민사,INTRODUCTORY,사실관계 이해,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.0,1.0,0.0,0.0,0,0
difficulty_9_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,왜 어떤 사람은 다른 사람과 땅을 바꾸기로 했을까요?,9,민사,INTRODUCTORY,사실관계 이해,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.0,1.0,0.0,0.0,0,0
difficulty_10_doc_1,토지의 교환계약 후 교환목적토지에 관하여 계약당사자의 처 앞으로 소유권이전등기가 된 경우 교환계약에 따른 소유권이전등기의무가 이행불능으로 되었다고 볼 것인가?,원본 답변 정보 없음,"피고의 처가 제3자 소유의 토지에 대한 소유권을 회복할 수 있는 특별한 사정이 있을 때, 피고의 소유권이전등기의무는 이행불능인가요?",10,민사,ADVANCED,법리 해석,91다34394,대법원,1992-10-13,건물철거,민법 제390조,0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우, 명의상의 매수인으로부터 부동산을 양수받는 행위가 배임행위에 해당할 수 있는지, 그리고 이러한 행위가 반사회질서의 법률행위로 간주될 수 있는 법적 근거는 무엇인가?",1,민사,ADVANCED,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.1718833767920635,0.8281166232079364,0.0,0.0,0,0
difficulty_2_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우, 명의상의 매수인으로부터 부동산을 양수받는 행위가 법적으로 문제가 될 수 있는 이유는 무엇인가요?",2,민사,INTERMEDIATE,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.0,1.0,0.0,0.0,0,0
difficulty_3_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인이 따로 있는 상황에서, 명의상의 매수인으로부터 부동산을 양수받는 것이 법적으로 문제가 될 수 있는 이유는 무엇인가요?",3,민사,INTERMEDIATE,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.12041058779670402,0.879589412203296,0.0,0.0,0,0
difficulty_4_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 때, 명의상의 매수인으로부터 부동산을 양수받는 것이 왜 문제가 될 수 있나요?",4,민사,INTERMEDIATE,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인과 명의상의 매수인이 다를 경우, 명의상의 매수인으로부터 부동산을 양수한 행위가 배임행위에 해당할 수 있는 법적 근거는 무엇인가요?",5,민사,EXPERT,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.21660902523415684,0.7833909747658432,0.0,0.0,0,0
difficulty_6_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적 매수인이 따로 있는 경우, 명의상의 매수인으로부터 부동산을 양수받는 것이 법적으로 문제가 될 수 있는 이유는 무엇인가요?",6,민사,INTERMEDIATE,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"부동산 거래에서 실질적인 구매자와 명의상의 구매자가 다를 때, 명의상의 구매자로부터 부동산을 사들인 사람이 법적으로 어떤 문제에 직면할 수 있을까요?",7,민사,INTERMEDIATE,법리 해석,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.0,1.0,0.0,0.0,0,0
difficulty_8_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,"사람이 다른 사람의 땅을 사고 팔 때, 그 땅을 진짜로 사려는 사람이 아닌 다른 사람의 이름으로 계약을 하면 어떤 문제가 생길까요?",8,민사,INTRODUCTORY,사실관계 이해,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.0,1.0,0.0,0.0,0,0
difficulty_9_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,사람이 다른 사람의 물건을 대신 사주면 어떤 일이 생길까요?,9,민사,INTRODUCTORY,사실관계 이해,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.11892919904833707,0.8810708009516629,0.0,0.0,0,0
difficulty_10_doc_2,부동산의 실질적 매수인이 따로 있음을 알면서 그 명의상의 매수인에 대한 채권확보를 위하여 그로부터 부동산을 양수하였다면 그 양수경위 등에 비추어 그의 배임행위에 적극 가담한 것으로서 반사회질서의 법률행위에 해당한다고 볼 수 있는가?,원본 답변 정보 없음,사람이 다른 사람의 물건을 몰래 가져가면 어떻게 될까요?,10,민사,INTRODUCTORY,사실관계 이해,91다28740,대법원,1991-11-22,토지소유권이전등기말소,민법 제103조,0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소의 효력이 임금채권자와 수익자인 제3자 사이에만 발생한다는 점에서, 사해행위 이전에 이미 근저당권을 가지고 있던 자에게는 어떠한 법적 영향이 미치는지 설명하시오.",1,민사,ADVANCED,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.2077361066654544,0.7922638933345456,0.0,0.0,0,0
difficulty_2_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소 소송에서 임금채권자가 제3자를 상대로 승소했을 때, 그 취소의 효력이 근저당권자에게 미치지 않는 이유는 무엇인가요?",2,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_3_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,사해행위취소의 효력은 왜 임금채권자와 제3자 사이에서만 발생하나요?,3,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.05766159998183678,0.9423384000181633,0.0,0.0,0,0
difficulty_4_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,사해행위취소가 임금채권자와 제3자 사이에서만 효력이 있는 이유는 무엇인가요?,4,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소의 효력이 상대적이라는 점에서, 임금채권자가 제3자를 상대로 사해행위취소소송을 제기하여 승소한 경우, 그 취소의 효력이 근저당권자에게 미치지 않는 이유는 무엇인가요?",5,민사,ADVANCED,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_6_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소의 효력은 왜 임금채권자와 제3자 사이에만 발생하며, 근저당권자에게는 미치지 않는가?",6,민사,ADVANCED,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사해행위취소 소송에서 임금채권자가 제3자를 상대로 승소했을 때, 그 취소의 효력이 다른 이해관계자에게도 영향을 미칠까요?",7,민사,INTERMEDIATE,법리 해석,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_8_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"사람이 다른 사람에게 빌려준 돈을 받지 못했을 때, 그 사람이 가진 집을 다른 사람에게 팔면 어떻게 될까요?",8,민사,INTRODUCTORY,사실관계 이해,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_9_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,사람이 빚을 갚지 못하면 그 사람의 물건은 어떻게 될까요?,9,민사,INTRODUCTORY,사실관계 이해,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_10_doc_3,사해행위취소의 효력은 상대적이기 때문에 소송당사자인 채권자와 수익자 또는 전득자 사이에서만 발생할까요?,원본 답변 정보 없음,"채무자가 가진 집을 다른 사람에게 팔았어요. 그런데 그 집을 경매로 팔 때, 돈을 받을 수 있는 사람이 누구일까요?",10,민사,INTRODUCTORY,사실관계 이해,99다9011,대법원,2001-05-29,배당이의,[1] 민법 제406조 [2] 민법 제406조,0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"인력공급업체가 유료직업소개사업으로서 근로자를 공급받는 업체와 근로자 사이에 고용계약을 알선하는 경우, 근로자의 사용자는 누구로 보는 것이 타당한가?",1,민사,INTRODUCTORY,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.12956781211220436,0.8704321878877956,0.0,0.0,0,0
difficulty_2_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"일용직 인력공급에서 근로자의 사용자를 판단할 때, 인력공급업체가 임금을 지급하거나 근로자를 지휘·감독하는 외형적 사정이 있을 경우, 이를 어떻게 해석해야 할까요?",2,민사,INTERMEDIATE,법리 해석,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.0,1.0,0.0,0.0,0,0
difficulty_3_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,일용직 근로자의 사용자는 누구로 봐야 하나요?,3,민사,BASIC,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.09774671827203738,0.9022532817279626,0.0,0.0,0,0
difficulty_4_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"일용직 근로자가 인력공급업체를 통해 일하게 될 때, 그 근로자의 실제 사용자는 누구인가요?",4,민사,BASIC,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"인력공급업체가 유료직업소개사업으로서 근로자를 공급받는 업체와 근로자 사이에 고용계약을 알선하는 경우, 근로자의 사용자는 누구로 보는 것이 타당한가?",5,민사,INTERMEDIATE,법리 해석,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.17420838524302973,0.8257916147569703,0.0,0.0,0,0
difficulty_6_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"일용직 인력공급의 경우, 인력공급업체가 임금을 지급하거나 근로자를 지휘·감독하는 외형적 사정이 있을 때, 근로자의 사용자를 어떻게 판단해야 할까요?",6,민사,INTERMEDIATE,법리 해석,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"일용직 근로자가 인력공급업체를 통해 일하게 될 때, 그 근로자의 실제 고용주는 누구인가요?",7,민사,BASIC,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.11314102705276097,0.886858972947239,0.0,0.0,0,0
difficulty_8_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"인력공급업체가 근로자를 다른 회사에 보내는 경우, 그 근로자는 누구의 직원인가요?",8,민사,INTRODUCTORY,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.0,1.0,0.0,0.0,0,0
